molecule_chembl_id,canonical_smiles,type,standard_value,value
CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,Inhibition,7.736,7.736460828
CHEMBL436,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,Inhibition,16.95,16.94634553
CHEMBL1236682,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,Inhibition,12.88,12.87761781
CHEMBL485549,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,Inhibition,91.81,91.81151639
CHEMBL2107566,CC(C)(N)CC12CC3CC(CC(C3)C1)C2.Cl,Inhibition,2.343,2.343284766
CHEMBL121305,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,Inhibition,9.788,9.787684534
CHEMBL96606,CCNCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,Inhibition,2.791,2.791145681
CHEMBL90593,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Inhibition,6.528,6.527902391
CHEMBL2177161,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,Inhibition,-9.903,-9.902970691
CHEMBL299155,O=C(O)c1cc(=O)c2ccccc2[nH]1,Inhibition,13.39,13.39208441
CHEMBL2107817,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],Inhibition,15.94,15.94089206
CHEMBL583194,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,Inhibition,-10.65,-10.64553807
CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,Inhibition,5.14,5.140124827
CHEMBL1454946,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,Inhibition,9.002,9.00227735
CHEMBL8085,NCCCC[C@H](N)C(=O)O,Inhibition,9.479,9.479244389
CHEMBL4303182,O=C(O)c1cc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)ccc1Cl,Inhibition,35.42,35.418905
CHEMBL2151790,CCCCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,Inhibition,-0.3235,-0.32354876
CHEMBL1091644,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,Inhibition,-67,-67.00145529
CHEMBL1650,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,Inhibition,27.94,27.93852001
CHEMBL3187065,Cl.c1cc2c(c(N3CCNCC3)c1)OCCO2,Inhibition,2.404,2.40393649
CHEMBL1951032,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,Inhibition,4.416,4.415502626
CHEMBL4303410,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@@H](C)C2,Inhibition,7.008,7.008276974
CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,Inhibition,-1.034,-1.034253319
CHEMBL143210,N[C@H](C(=O)O)c1ccc(C(=O)O)c(C(=O)O)c1,Inhibition,23.95,23.94970843
CHEMBL1467,Oc1ncnc2[nH]ncc12,Inhibition,15.51,15.5109143
CHEMBL3544964,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,Inhibition,39.13,39.12606301
CHEMBL4303520,Brc1ccc(NC2C3CC4CC(C3)CC2C4)cc1,Inhibition,6.549,6.549097644
CHEMBL4303518,NC(=S)NN=Cc1ccncc1,Inhibition,2.419,2.418920365
CHEMBL2362410,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl,Inhibition,3.36,3.360139015
CHEMBL2041933,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,Inhibition,21.21,21.21230171
CHEMBL1162144,CC(=O)C(=O)O,Inhibition,15.92,15.92190632
CHEMBL4303564,CCS(=O)(=O)N1CCC[C@@H]2CN3CCc4cc(OC)ccc4[C@@H]3C[C@@H]21,Inhibition,9.986,9.985795394
CHEMBL288149,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,Inhibition,2.156,2.156160868
CHEMBL585902,Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,Inhibition,2.647,2.647389817
CHEMBL609583,O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1,Inhibition,6.603,6.603343425
CHEMBL4072005,O=C(NCC(=O)N1CCCC1)Nc1ccc2cnccc2c1,Inhibition,30.94,30.93677966
CHEMBL221137,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,Inhibition,14.16,14.15588743
CHEMBL1851943,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,Inhibition,4.276,4.276468079
CHEMBL185885,O=Cc1ccc(CO)o1,Inhibition,6.322,6.321600459
CHEMBL1651534,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,Inhibition,6.349,6.349280957
CHEMBL1231795,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,Inhibition,14.74,14.74433678
CHEMBL1200820,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],Inhibition,32.57,32.57262353
CHEMBL1201087,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,Inhibition,13.71,13.71067832
CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,Inhibition,-1.93,-1.930210271
CHEMBL318153,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,Inhibition,13.5,13.50385278
CHEMBL370962,COc1ccc(Cc2nc(O)c3c(C)nc([C@@H](CCCc4ccccc4)[C@@H](C)O)n3n2)cc1OC,Inhibition,12.33,12.32999636
CHEMBL31907,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1,Inhibition,32.54,32.53872485
CHEMBL178459,Cc1c(-c2cnccn2)ssc1=S,Inhibition,100.36,100.3595451
CHEMBL4303382,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,Inhibition,1.463,1.463152888
CHEMBL1200895,NNCCc1ccccc1.O=S(=O)(O)O,Inhibition,32.83,32.82961218
CHEMBL2105735,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,Inhibition,4.548,4.547668013
CHEMBL88402,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,Inhibition,9.84,9.84004012
CHEMBL1241674,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,Inhibition,-2.969,-2.969026139
CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,Inhibition,11.52,11.52272483
CHEMBL3120215,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,Inhibition,5.774,5.773980351
CHEMBL508102,CCOC(=O)n1ccn(C)c1=S,Inhibition,5.31,5.310404282
CHEMBL3342358,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1,Inhibition,0.4237,0.423705601
CHEMBL64,NNC(=O)c1ccncc1,Inhibition,12.72,12.72295952
CHEMBL771,N[C@@H]1CONC1=O,Inhibition,29.49,29.48863905
CHEMBL1201192,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,Inhibition,8.232,8.231974044
CHEMBL450940,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,Inhibition,-31.37,-31.36886424
CHEMBL1394514,CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,Inhibition,5.335,5.335155897
CHEMBL1356607,NC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,Inhibition,20.38,20.38467367
CHEMBL3989944,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,Inhibition,7.103,7.1027632
CHEMBL423707,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Inhibition,12.57,12.57016265
CHEMBL2419706,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,Inhibition,14.23,14.23467366
CHEMBL1672558,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,Inhibition,12.25,12.25033882
CHEMBL1829304,COc1cc2c(NC3CCN(C4CCCCC4)CC3)nc(N3CCCN(C(C)C)CC3)nc2cc1OCCCN1CCCCC1,Inhibition,7.307,7.306524763
CHEMBL3672841,CCN(c1cc(C#CCN2CCOCC2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)CCOC)CC1,Inhibition,9.802,9.801524927
CHEMBL1200359,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,Inhibition,24.24,24.24087761
CHEMBL134074,Cc1ccc2c(c1)C1(CCN(CCc3nc(-c4ccccc4)oc3C)CC1)OC(=O)N2,Inhibition,17.69,17.6933719
CHEMBL182319,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,Inhibition,23.79,23.78817124
CHEMBL2105116,Nc1nc(=O)c2sc(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,Inhibition,16.92,16.9171671
CHEMBL507100,COc1cc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2[C@H](C3)N(C)CC4)cc1OC,Inhibition,2.917,2.916988379
CHEMBL3251047,N#CCC(=O)c1ccccc1,Inhibition,2.792,2.791581032
CHEMBL1257423,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,Inhibition,23.24,23.23978336
CHEMBL482834,O=C(Nc1ccc(S(=O)(=O)C(F)(F)F)cc1)C1=CCN(c2ncccc2C(F)(F)F)CC1,Inhibition,18.49,18.49020581
CHEMBL4075936,O=C(c1ccc(Cl)cc1)N(Cc1ccccc1)C1CCCCC1,Inhibition,17.3,17.30332087
CHEMBL254575,COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1,Inhibition,11.96,11.95998839
CHEMBL2003538,CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-],Inhibition,2.987,2.986508687
CHEMBL1209885,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2cc1O,Inhibition,4.973,4.972575221
CHEMBL1978713,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,Inhibition,-12.62,-12.62227011
CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,Inhibition,0.9103,0.910315383
CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,Inhibition,5.647,5.647266168
CHEMBL286738,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,Inhibition,99.62,99.62163864
CHEMBL3301625,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,Inhibition,3.583,3.583038974
CHEMBL2105698,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,Inhibition,17.03,17.02552567
CHEMBL118109,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,Inhibition,73.59,73.59460867
CHEMBL259389,Nc1n[nH]c2nc3ccccc3nc12,Inhibition,13.75,13.75369396
CHEMBL4303606,CC(C)(O)c1ccn2c(-c3ccc(F)c(-c4ccc(F)cc4C#N)c3)cnc2c1F,Inhibition,12.96,12.95739498
CHEMBL2104230,Cn1c(=O)cnn(CCCCN2CCN(c3ncccn3)CC2)c1=O,Inhibition,8.437,8.436736702
CHEMBL247920,CCc1c(-c2ccccc2)c(-c2ccccc2)nn1-c1ccccc1-c1cccc(OCC(=O)O)c1,Inhibition,-1.113,-1.113379873
CHEMBL3353597,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1,Inhibition,2.544,2.543903093
CHEMBL349803,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,Inhibition,20.39,20.39107533
CHEMBL544665,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,Inhibition,6.389,6.388966265
CHEMBL985,NC(N)=O,Inhibition,18.24,18.23742973
CHEMBL245019,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,Inhibition,1.169,1.168505672
CHEMBL1523827,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,Inhibition,26.7,26.70173857
CHEMBL517986,CCN(c1nc(N)c(C(=O)NC(=N)N)nc1Cl)C(C)C,Inhibition,5.608,5.608084909
CHEMBL450,CCC1(CC)C(=O)NC(=O)N(C)C1=O,Inhibition,2.751,2.751377342
CHEMBL4303439,CCCCCCCCCCCCCCOC(=O)c1cccnc1,Inhibition,15.21,15.20954
CHEMBL2408776,Nc1ncnc2c1c(-c1ccc(Cl)cc1)nn2-c1cccc(-c2cnnn2Cc2cccc(-c3ccccc3)c2)c1,Inhibition,-5.76,-5.759857633
CHEMBL4241824,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,Inhibition,6.779,6.778800397
CHEMBL318457,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,Inhibition,-13.5,-13.50062592
CHEMBL1164301,COc1cc(OC)c(OC)cc1C=O,Inhibition,-5.465,-5.46452752
CHEMBL1483877,CCOc1ccccc1C(N)=O,Inhibition,-1.963,-1.962954438
CHEMBL3183486,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,Inhibition,5.582,5.5824288
CHEMBL3561076,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,Inhibition,11.63,11.628499
CHEMBL1529802,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl,Inhibition,10.08,10.07731021
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,Inhibition,15.45,15.44837204
CHEMBL595092,COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1,Inhibition,19.08,19.08408834
CHEMBL2005186,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,Inhibition,-2.985,-2.985118959
CHEMBL22373,CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC,Inhibition,-0.9444,-0.944374312
CHEMBL2105796,O=C(CNC(=O)c1ccc(Cl)cc1)NO,Inhibition,2.349,2.349244547
CHEMBL3115681,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,Inhibition,16.37,16.37034464
CHEMBL2105733,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1.O=P(O)(O)O,Inhibition,93.3,93.29781293
CHEMBL1256361,CC(C)NNC(=O)c1ccncc1.O=P(O)(O)O,Inhibition,12.46,12.45594336
CHEMBL4303374,Clc1cccc(Cl)c1CSc1nnc(-c2cnccn2)s1,Inhibition,-2.771,-2.771157629
CHEMBL36994,COc1ccc(C(=O)N2CCCC2=O)cc1,Inhibition,5.231,5.230651369
CHEMBL449209,Br.COC(=O)C1=CCCN(C)C1,Inhibition,21.03,21.02737433
CHEMBL1474985,Cc1cc(I)ccc1Nc1c(C(=O)NOCC2CC2)cc(F)c(F)c1F,Inhibition,12.59,12.5904669
CHEMBL842,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,Inhibition,28.29,28.29316039
CHEMBL1201073,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,Inhibition,97.72,97.71600224
CHEMBL3586404,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,Inhibition,12.07,12.06848925
CHEMBL2170177,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,Inhibition,1.436,1.43577373
CHEMBL1516474,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12.O=C(O)/C=C\C(=O)O,Inhibition,-1.808,-1.807702666
CHEMBL288246,CCCCc1nc2ccn(CC(=O)N(C)C)c(=O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Inhibition,13.1,13.10304665
CHEMBL3108827,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1)C1CCCCC1,Inhibition,17.68,17.68213867
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,Inhibition,-10.8,-10.79702458
CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,Inhibition,-8.367,-8.367038147
CHEMBL2107783,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,Inhibition,10.54,10.53656629
CHEMBL3181805,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-],Inhibition,4.307,4.307038723
CHEMBL1990168,O=[N+]([O-])c1cc(Cl)ccc1S(=O)(=O)c1ccccc1,Inhibition,3.877,3.877103047
CHEMBL2107832,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,Inhibition,4.014,4.013940617
CHEMBL4303470,CC(C)Oc1ccc(C(=O)N[C@H](CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc([C@H](C)O)c4n3)cc2)cc1Cl,Inhibition,18.91,18.90830027
CHEMBL486386,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,Inhibition,-39.42,-39.41710479
CHEMBL2094620,C/C(=N/Nc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1,Inhibition,14.05,14.05150568
CHEMBL1408594,CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Inhibition,12.75,12.75377106
CHEMBL1230222,Cc1cc(O)ccc1Cl,Inhibition,23.74,23.73919655
CHEMBL37081,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)OCCc1cccs1,Inhibition,12.03,12.03423726
CHEMBL7301,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,Inhibition,21.5,21.50146201
CHEMBL1255746,Cl.Oc1noc2c1CCNC2,Inhibition,20.23,20.2346163
CHEMBL2105669,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Inhibition,14.2,14.20490738
CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,Inhibition,7.066,7.066411169
CHEMBL1201119,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],Inhibition,4.38,4.379827057
CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Inhibition,12.27,12.26850212
CHEMBL1789842,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2.O=C(O)/C=C\C(=O)O,Inhibition,-9.457,-9.457146867
CHEMBL227744,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],Inhibition,5.487,5.486902673
CHEMBL1256759,O=C(O)c1cc([N+](=O)[O-])ccc1NCCCc1ccccc1,Inhibition,7.206,7.205633917
CHEMBL490665,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,Inhibition,2.799,2.798827857
CHEMBL343822,O=C1c2ccccc2C(Cc2ccnc(F)c2)(Cc2ccnc(F)c2)c2ccccc21,Inhibition,8.799,8.798557536
CHEMBL1255655,CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc21,Inhibition,11.6,11.60264546
CHEMBL1412853,Cc1ccc(S(=O)(=O)n2c(N)nc3ccccc32)cc1,Inhibition,6.603,6.603328547
CHEMBL4303295,CC(C)(C)c1ccc2cc(C#N)c(C#N)cc2c1,Inhibition,14.83,14.83252582
CHEMBL319144,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,Inhibition,22.38,22.38129386
CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,Inhibition,7.53,7.530224374
CHEMBL1531864,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl,Inhibition,23.31,23.30912199
CHEMBL1564869,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,Inhibition,1.715,1.715357769
CHEMBL362223,Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12,Inhibition,6.587,6.586973202
CHEMBL499017,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,Inhibition,2.316,2.31580948
CHEMBL4297526,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,Inhibition,19.08,19.08214715
CHEMBL4303210,CNc1ccc([N+](=O)[O-])cc1-n1cnc(-c2ccc(C(F)(F)F)cc2)c1,Inhibition,4.901,4.901225359
CHEMBL220241,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,Inhibition,0.2651,0.265094632
CHEMBL3094448,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,Inhibition,1.413,1.412808733
CHEMBL837,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,Inhibition,-0.04081,-0.040814179
CHEMBL522618,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,Inhibition,13.87,13.87093964
CHEMBL1236183,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,Inhibition,1.133,1.133023535
CHEMBL1451910,C=CCNC(N)=S,Inhibition,-6.682,-6.681530167
CHEMBL84844,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,Inhibition,18.75,18.74909717
CHEMBL1728279,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@](O)(C(=O)OC)C1)[C@@H]32,Inhibition,18.55,18.55014102
CHEMBL4303303,Cc1cc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)ccc1Oc1ccn2ncnc2c1,Inhibition,3.204,3.204138619
CHEMBL1686,O=C(O)CCC(=O)C(=O)O,Inhibition,7.338,7.338389454
CHEMBL316040,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,Inhibition,-93.91,-93.91492454
CHEMBL1257040,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,Inhibition,13.75,13.75319071
CHEMBL1651026,CC(C)C[C@H](NC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCS(C)(=O)=O)C(N)=O,Inhibition,25.18,25.1795189
CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,Inhibition,-1.269,-1.268995186
CHEMBL4303677,FC(F)(F)Oc1ccc2nc(-c3ccc(OCCOCCOc4ccc(-c5nc6ccc(OC(F)(F)F)cc6[nH]5)nc4)cn3)[nH]c2c1,Inhibition,19.69,19.69301037
CHEMBL41355,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,Inhibition,7.961,7.961054326
CHEMBL3391662,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,Inhibition,14.05,14.04500903
CHEMBL1713,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,Inhibition,-15.62,-15.61538214
CHEMBL97350,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.[Cl-],Inhibition,17.41,17.40966455
CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,Inhibition,12.48,12.48444879
CHEMBL525239,C/C(=C\CNc1ncnc2[nH]cnc12)CO,Inhibition,19.53,19.52648296
CHEMBL262697,N#CN1CCCC1,Inhibition,12.12,12.11787392
CHEMBL123433,Ic1cncc(OC[C@@H]2CCN2)c1,Inhibition,9.484,9.483899146
CHEMBL171066,CC(C)CC(N)=O,Inhibition,10.61,10.61015539
CHEMBL492884,CN1CCN(c2cc(-c3ccccc3)nc(N)n2)CC1,Inhibition,26.06,26.05616207
CHEMBL487187,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,Inhibition,-11.73,-11.72754963
CHEMBL3542265,CC(C)OC(=O)N[C@H]1Cc2c(n(Cc3ccccn3)c3ccc(C#N)cc23)C1,Inhibition,0.8215,0.821516013
